scenario_label,observed_action,motivation,alt_idx,action_text,is_share
wedding,action_3,low,4,One person eats their dish and then the other person eats the remaining dish,0
wedding,action_3,low,5,They use separate forks to take bites from each other's plates,1
wedding,action_3,low,6,Maxwell and Ralph order one dish to share between them and eat from a single plate,1
wedding,action_3,low,7,"They ask the waiter to divide each dish into two portions, and then they eat their own portions",1
wedding,action_3,low,8,"Neither Maxwell nor Ralph eats, and they give their food to other guests",0
wedding,action_3,low,9,"Maxwell and Ralph take turns eating from the same fork, alternating bites of risotto and salmon",1
wedding,action_3,high,0,Maxwell and Ralph decide to order one of each dish to share,1
wedding,action_3,high,1,They ask the waiter if they can get a small tasting portion of each dish,1
wedding,action_3,high,2,"Maxwell eats his risotto and Ralph eats his salmon, without trying the other's dish",0
wedding,action_3,high,3,Maxwell gives his entire risotto to Ralph and gets a new salmon dish,0
wedding,action_3,high,4,Ralph and Maxwell cut their dishes in half and swap halves,1
wedding,action_3,high,5,They use separate utensils to take small portions from each other's plates,1
wedding,action_3,high,6,Maxwell and Ralph refuse to eat their dishes and ask for something else,0
wedding,action_3,high,7,"They take turns eating from a single, shared plate that they combined their dishes onto",1
wedding,action_3,high,8,"Ralph eats his salmon and Maxwell only eats his risotto, but they discuss the flavors and ingredients",0
wedding,action_3,high,9,"Maxwell and Ralph order a third, different dish to share instead of trying each other's",1
