scenario_label,observed_action,relationship_condition,alt_idx,action_text,is_share
oysters,action_0,75,2,Jay picks an oyster and cuts it in half to share with Will,1
oysters,action_0,75,3,they decide not to order the oyster platter at all,0
oysters,action_0,75,4,Will and Jay eat from opposite sides of the platter but occasionally swap an oyster,1
oysters,action_0,75,5,one person orders and eats the oysters while the other person watches and provides feedback,0
oysters,action_0,75,6,they ask the server to divide the oyster platter into two identical portions before it's brought out,1
oysters,action_0,75,7,Will and Jay feed each other oysters,1
oysters,action_0,75,8,Jay orders and eats all the oysters while Will has something else,0
oysters,action_0,100,0,take turns eating oysters from the same shell,1
oysters,action_0,100,1,split each oyster in half and share,1
oysters,action_0,100,2,"pass the platter back and forth, eating an oyster and then handing it off",1
oysters,action_0,100,3,Will eats all the oysters and Jay doesn't have any,0
oysters,action_0,100,4,Jay eats all the oysters and Will doesn't have any,0
oysters,action_0,100,5,they decide not to order oysters at all,0
oysters,action_0,100,6,"Jay tries one oyster and then describes it to Will, who eats his own",0
oysters,action_0,100,7,they order separate platters and compare notes,0
oysters,action_0,100,8,they feed each other oysters from their own sides of the platter,1
oysters,action_0,100,9,they mix all the oysters together and eat from the same pile,1
oysters,action_1,0,0,Will and Jay take turns picking an oyster from the platter and eating it entirely by themselves,0
oysters,action_1,0,1,They decide to order separate oyster platters for each of them,0
oysters,action_1,0,2,One person eats all the oysters while the other watches but does not participate,0
oysters,action_1,0,3,"Neither of them eats the oysters, they just leave the platter untouched",0
oysters,action_1,0,4,"They pass the oyster shells back and forth, drinking the brine from each before handing it to the other",1
oysters,action_1,0,5,"Will and Jay eat oysters together from a shared shell, taking turns",1
oysters,action_1,0,6,They mix all the oyster meats together on a single plate and then eat from that plate together,1
oysters,action_1,0,7,One person drinks the brine from all the oysters and then the other person eats all the oyster meats,1
oysters,action_1,0,8,They set a portion of oysters aside to take home and share later,1
oysters,action_1,50,0,Will orders and eats the entire oyster platter by himself,0
oysters,action_1,50,1,Jay orders and eats the entire oyster platter by herself,0
oysters,action_1,50,2,They decide not to order the oyster platter at all,0
oysters,action_1,50,3,"They take turns eating whole oysters, one person eating an entire oyster before the other person eats one",1
oysters,action_1,50,4,"They drink the brine from all the oysters together, then eat the oyster meats separately",1
oysters,action_1,50,5,"One person eats all the oyster meats, and the other person only drinks the brine from all the oysters",1
oysters,action_1,50,6,"They pass the oyster platter back and forth, each eating a whole oyster from the platter, then passing it back",1
oysters,action_1,50,7,"They eat the oysters together, but use separate plates and utensils, and do not share any food or drink directly",1
oysters,action_1,50,8,"One person eats an oyster, then describes it in detail to the other person, who does not eat any",0
oysters,action_1,50,9,"They both eat the oysters, but do so in silence, without discussing or sharing their experience",1
oysters,action_1,75,0,Will and Jay each order their own oyster platter,0
oysters,action_1,75,1,"They drink the brine from all the oysters together, then eat the oyster meats separately",1
oysters,action_1,75,2,One person eats a whole oyster while the other watches and gets no food,0
oysters,action_1,75,3,Will and Jay take turns eating whole oysters without cutting or sharing,0
oysters,action_1,75,4,They mix all the oyster meats together and eat from the same serving dish,1
oysters,action_1,75,5,"Neither of them eats the oysters, a third person joins and eats them instead",0
oysters,action_1,75,6,"Will and Jay both eat all of one type of oyster, then switch to another type together",1
oysters,action_1,75,7,One person eats all the oyster meats and the other just drinks the brine from all the oysters,0
oysters,action_1,75,8,"They pass the oyster platter back and forth, each eating a whole oyster before passing it back",1
oysters,action_1,75,9,"Will and Jay decide not to eat oysters at all, and order something else to share",1
oysters,action_1,100,0,"They alternate eating whole oysters, one person eating one type and then the other eating the next type",1
oysters,action_1,100,1,"One person orders and eats the entire oyster platter alone, while the other orders something else",0
oysters,action_1,100,2,"They eat the oysters separately, not sharing or dividing any, but discussing their experiences",0
oysters,action_1,100,3,"They share the brine, pouring it into a single glass and taking turns drinking from it",1
oysters,action_1,100,4,"They feed each other the oyster meats, using their forks to place the food into each other's mouths",1
oysters,action_1,100,5,"Neither of them eats the oysters, instead leaving the platter untouched and ordering dessert",0
oysters,action_1,100,6,One person eats all the oysters and then describes the experience to the other in detail,0
oysters,action_1,100,7,"They divide the platter into two sections, but then swap sections and eat the other's portion",1
oysters,action_1,100,8,"They use a single fork to take turns eating the oysters, passing it back and forth",1
oysters,action_2,0,0,one person orders and eats the entire platter alone,0
oysters,action_2,0,1,they decide not to order the oyster platter at all,0
oysters,action_2,0,2,Will and Jay take turns eating oysters from the same shell,1
oysters,action_2,0,3,they ask the server to divide the platter into separate plates before bringing it out,0
oysters,action_2,0,4,one person eats all the oysters and then describes each type to the other,0
oysters,action_2,0,5,"they eat the oysters together from a shared plate, but use separate utensils",1
oysters,action_2,0,6,Will and Jay play a game to determine who gets to eat which oysters,0
oysters,action_2,0,7,they ask the server for a detailed description of each oyster type and then eat their own portions,0
oysters,action_2,0,8,one person eats an oyster and then hands the shell to the other to finish,1
oysters,action_2,0,9,they leave the platter untouched in the middle of the table and do not eat it,0
oysters,action_2,50,0,Will orders and eats the entire platter by himself,0
oysters,action_2,50,1,Jay orders and eats the entire platter by himself,0
oysters,action_2,50,2,They decide not to order the oyster platter at all,0
oysters,action_2,50,3,They take turns eating oysters from the same shell,1
oysters,action_2,50,4,"They eat oysters together from a shared shell, simultaneously",1
oysters,action_2,50,5,Will and Jay split the platter into two portions and eat from their own separate plates,0
oysters,action_2,50,6,One person eats all the oysters and the other drinks all the brine,0
oysters,action_2,50,7,"They pass the shells back and forth, with each person eating an oyster and then passing it to the other",1
oysters,action_2,50,8,"They ask the server to divide the platter into individual servings, and they eat at the same time but from their own servings",0
oysters,action_2,50,9,"They share the information about the oyster types but do not eat any, just observing each other's reactions",1
oysters,action_2,75,0,Will eats all the oysters and Jay does not have any,0
oysters,action_2,75,1,They take turns eating oysters from the same shell,1
oysters,action_2,75,2,Jay and Will decide not to order oysters at all,0
oysters,action_2,75,3,They ask the server to divide the platter into two separate portions before bringing it out,0
oysters,action_2,75,4,"Will and Jay eat oysters together from a single shell, feeding each other",1
oysters,action_2,75,5,One person eats an oyster and then describes it to the other in detail,1
oysters,action_2,75,6,They order two separate platters of oysters,0
oysters,action_2,75,7,"Jay and Will pass the shells back and forth, each eating an oyster and then handing it to the other to finish",1
oysters,action_2,75,8,"Will eats his oysters and then gives Jay the shells to drink the brine, but Jay does not share his",0
oysters,action_2,100,0,Will eats all the oysters and Jay doesn't have any,0
oysters,action_2,100,1,They take turns eating oysters from the same shell,1
oysters,action_2,100,2,Jay and Will decide not to order oysters at all,0
oysters,action_2,100,3,They order separate platters and don't share any oysters or brine,0
oysters,action_2,100,4,"Will and Jay eat oysters together from a single shell, alternating bites",1
oysters,action_2,100,5,One person eats all the oysters and then describes the experience to the other,0
oysters,action_2,100,6,They share the oyster platter but use separate plates and utensils,1
oysters,action_2,100,7,Jay and Will drink the brine together from a shared glass,1
oysters,action_2,100,8,Will eats an oyster and then hands the shell to Jay to drink the brine and eat any remaining meat,1
oysters,action_3,0,0,"They each order their own oyster platter, with one of each type, and eat separately",0
oysters,action_3,0,1,"One person orders the oyster platter and the other does not, with no sharing",0
oysters,action_3,0,2,"They alternate eating whole oysters, one person eating one type and then the other eating a different type",1
oysters,action_3,0,3,"They ask the server to divide the oyster platter into two portions, with each type of oyster split in half, and they eat from their own portion",1
oysters,action_3,0,4,"One person eats an entire oyster and then describes it to the other, who then eats a different oyster and describes it back",0
oysters,action_3,0,5,"They decide not to order the oyster platter at all, and instead choose a different dish to share",1
oysters,action_3,0,6,"They take turns eating a small part of each oyster, but use utensils to portion out the oyster meat",1
oysters,action_3,0,7,"They have the server bring out one oyster at a time, and they both smell and look at it before one person eats it",0
oysters,action_3,0,8,"They order the oyster platter, but then one person decides to eat the entire thing alone, leaving the other to order something else",0
oysters,action_3,0,9,"Neither of them orders the oyster platter, and they both choose to eat something else entirely",0
oysters,action_3,50,0,Will orders and eats the oyster platter by himself,0
oysters,action_3,50,1,Jay orders and eats the oyster platter by herself,0
oysters,action_3,50,2,They order the platter and take turns eating whole oysters,1
oysters,action_3,50,3,They ask the server to divide the oysters into two separate servings,1
oysters,action_3,50,4,"Will eats all of one type of oyster, Jay eats all of another",1
oysters,action_3,50,5,They decide not to order the oyster platter at all,0
oysters,action_3,50,6,One person orders a different dish and the other orders the oyster platter,0
oysters,action_3,50,7,They use utensils to cut the oysters in half and serve each other,1
oysters,action_3,50,8,"They order the oyster platter but don't eat it, leaving it on the table",0
oysters,action_3,75,0,Will orders and eats the oyster platter by himself,0
oysters,action_3,75,1,Jay orders and eats the oyster platter by herself,0
oysters,action_3,75,2,They order the platter and take turns eating whole oysters,1
oysters,action_3,75,3,They ask the server to divide the oyster platter into two separate portions,1
oysters,action_3,75,4,One person eats the oysters while the other watches and provides feedback,0
oysters,action_3,75,5,They decide not to order the oyster platter and choose something else instead,0
oysters,action_3,75,6,They order the oyster platter and use utensils to divide and eat the oysters,1
oysters,action_3,75,7,One person orders a single type of oyster and the other person orders a different type,0
oysters,action_3,100,0,Will orders and eats the oyster platter alone,0
oysters,action_3,100,1,Jay orders and eats the oyster platter alone,0
oysters,action_3,100,2,They order the platter and take turns eating whole oysters,1
oysters,action_3,100,3,They ask the server to divide the oyster platter into two separate portions,1
oysters,action_3,100,4,"Will eats an oyster and then describes the flavor to Jay, who eats a different one",0
oysters,action_3,100,5,They decide not to order the oyster platter at all,0
oysters,action_3,100,6,They order the platter and use separate utensils to eat the oysters,1
oysters,action_3,100,7,One person eats an oyster and then hands the shell to the other to drink the brine,1
oysters,action_3,100,8,They ask the server for a taste of each type of oyster before deciding on an order,1
social,action_0,0,0,Sonia takes the ice cream cone and eats it alone,0
social,action_0,0,1,Alan takes the ice cream cone and eats it alone,0
social,action_0,0,2,They flip a coin to decide who gets the ice cream cone,0
social,action_0,0,3,Sonia and Alan decide to share the ice cream cone,1
social,action_0,0,4,They ask the host if there are any more ice cream cones available in the back,0
social,action_0,0,5,Sonia buys Alan an ice cream cone from a nearby shop,0
social,action_0,0,6,Alan buys Sonia an ice cream cone from a nearby shop,0
social,action_0,0,7,They compromise and choose a different dessert to share together,1
social,action_0,0,8,One of them offers to buy the other the ice cream cone as a gift,0
social,action_0,0,9,They draw straws or play a game to determine who gets the ice cream cone,0
social,action_0,50,0,Sonia takes the ice cream cone and eats it alone,0
social,action_0,50,1,Alan takes the ice cream cone and eats it alone,0
social,action_0,50,2,They flip a coin to decide who gets the ice cream cone,0
social,action_0,50,3,"Sonia and Alan decide to share the ice cream cone, taking turns eating it",1
social,action_0,50,4,They cut the ice cream cone in half and each eat a portion,1
social,action_0,50,5,Sonia buys or finds another ice cream cone from somewhere else and they both eat ice cream,1
social,action_0,50,6,Alan gives the last ice cream cone to Sonia as a gesture of kindness,0
social,action_0,50,7,Sonia gives the last ice cream cone to Alan as a gesture of kindness,0
social,action_0,50,8,They leave the ice cream social and go get ice cream somewhere else together,1
social,action_0,50,9,They draw a random name from a piece of paper to decide who gets the ice cream cone,0
social,action_0,75,0,Sonia takes the ice cream cone and eats it alone,0
social,action_0,75,1,Alan takes the ice cream cone and eats it alone,0
social,action_0,75,2,They flip a coin to decide who gets the ice cream cone,0
social,action_0,75,3,They cut the ice cream cone in half and share it,1
social,action_0,75,4,Sonia buys another ice cream cone from a nearby store to share with Alan,1
social,action_0,75,5,They decide to look for another ice cream location together,1
social,action_0,75,6,Alan gives the last ice cream cone to Sonia as a gift,0
social,action_0,75,7,Sonia gives the last ice cream cone to Alan as a gift,0
social,action_0,75,8,They take turns taking small licks of the ice cream cone,1
social,action_0,100,0,Sonia eats the ice cream cone alone,0
social,action_0,100,1,Alan eats the ice cream cone alone,0
social,action_0,100,2,They flip a coin to decide who gets the ice cream cone,0
social,action_0,100,3,They cut the ice cream cone in half and share it,1
social,action_0,100,4,They take turns eating the ice cream cone,1
social,action_0,100,5,Sonia buys Alan a replacement ice cream cone from a nearby store,0
social,action_0,100,6,Alan buys Sonia a replacement ice cream cone from a nearby store,0
social,action_0,100,7,They decide to leave the event and get ice cream together somewhere else,1
social,action_0,100,8,They ask the hosts if they have any more ice cream cones in the back,1
social,action_1,0,0,Sonia eats the ice cream cone alone,0
social,action_1,0,1,Alan eats the ice cream cone alone,0
social,action_1,0,2,They flip a coin to decide who gets the ice cream cone,0
social,action_1,0,3,They decide to share the cookies instead,1
social,action_1,0,4,They leave the ice cream cone and go for other desserts together,1
social,action_1,0,5,Sonia buys Alan a new ice cream cone from a nearby shop,0
social,action_1,0,6,Alan offers to buy Sonia a new ice cream cone from a nearby shop,0
social,action_1,0,7,They cut the ice cream cone in half and each take a half,1
social,action_1,0,8,"They take turns eating the ice cream cone, with one person holding it while the other eats",1
social,action_1,0,9,"Neither of them eats the ice cream cone, and they discard it",0
social,action_1,50,0,Sonia eats the ice cream cone alone,0
social,action_1,50,1,Alan eats the ice cream cone alone,0
social,action_1,50,2,They decide to skip the ice cream and eat cookies instead,0
social,action_1,50,3,"Sonia and Alan take turns eating the ice cream cone, one person at a time",1
social,action_1,50,4,They cut the ice cream cone in half and each eat their own half,1
social,action_1,50,5,One person eats the ice cream and the other eats the cone,1
social,action_1,50,6,"They put the ice cream in a bowl and share it with spoons, but not directly from the cone",1
social,action_1,50,7,They leave the ice cream cone and go get a different dessert together,0
social,action_1,50,8,Sonia buys Alan a separate ice cream from a nearby shop,0
social,action_1,50,9,They auction the ice cream cone to the highest bidder among the two of them,0
social,action_1,75,0,Sonia eats the ice cream cone alone,0
social,action_1,75,1,Alan eats the ice cream cone alone,0
social,action_1,75,2,They leave the ice cream cone and choose cookies instead,0
social,action_1,75,3,They ask the host if there are any more ice cream cones available,0
social,action_1,75,4,"Sonia has a few licks, then hands the cone to Alan to finish",1
social,action_1,75,5,They cut the ice cream cone in half and each eat their half,1
social,action_1,75,6,They take turns licking the ice cream cone,1
social,action_1,75,7,They decide to share the cookies with each other instead of eating the ice cream cone,1
social,action_1,75,8,They put the ice cream in a separate bowl and share it using separate spoons,1
social,action_1,100,0,Sonia eats the ice cream cone alone,0
social,action_1,100,1,Alan eats the ice cream cone alone,0
social,action_1,100,2,They leave the ice cream cone uneaten and opt for cookies instead,0
social,action_1,100,3,They cut the ice cream cone in half and each eat their half separately,1
social,action_1,100,4,"Sonia eats the ice cream and Alan eats a cookie, then they switch",0
social,action_1,100,5,"They take turns eating small bites of the ice cream cone, passing it back and forth",1
social,action_1,100,6,"One person holds the cone while the other eats it, then they switch roles",1
social,action_1,100,7,They buy or find another ice cream cone so each can have their own,0
social,action_1,100,8,They ask someone else to give them another ice cream cone or make one for them to share,1
social,action_2,0,0,Sonia eats the entire ice cream cone by herself,0
social,action_2,0,1,Alan eats the entire ice cream cone by himself,0
social,action_2,0,2,They decide to skip the ice cream cone and each choose a cookie instead,0
social,action_2,0,3,"Sonia and Alan cut the ice cream cone in half and eat their halves at the same time, but at a distance from each other",1
social,action_2,0,4,They flip a coin to see who gets the ice cream cone,0
social,action_2,0,5,Sonia and Alan ask the host if there are any more ice cream cones available in the back,0
social,action_2,0,6,They leave the ice cream cone untouched and walk away,0
social,action_2,0,7,Sonia buys Alan a different dessert from a nearby shop in exchange for the ice cream cone,0
social,action_2,0,8,"They take turns eating small bites of the ice cream cone, passing it back and forth",1
social,action_2,50,0,Sonia eats the entire ice cream cone by herself,0
social,action_2,50,1,Alan eats the entire ice cream cone by himself,0
social,action_2,50,2,They decide to leave the ice cream cone and each get a cookie instead,0
social,action_2,50,3,"Sonia and Alan cut the ice cream cone in half and each eat their half at the same time, but at a distance from each other",1
social,action_2,50,4,They flip a coin to see who gets the ice cream cone,0
social,action_2,50,5,Sonia and Alan decide to go get ice cream from a nearby shop together,1
social,action_2,50,6,They ask the host if there are any more ice cream cones available in the back,0
social,action_2,50,7,"Sonia gives the ice cream cone to Alan, and he eats it all, while she gets a cookie",0
social,action_2,50,8,Alan suggests they buy a whole box of ice cream cones to share with everyone at the social,1
social,action_2,75,0,Sonia eats the entire ice cream cone by herself,0
social,action_2,75,1,Alan eats the entire ice cream cone by himself,0
social,action_2,75,2,They decide to forgo the ice cream cone and each get a cookie instead,0
social,action_2,75,3,"Sonia and Alan share a different dessert, like a plate of cookies",1
social,action_2,75,4,"They put the ice cream cone back, not wanting to deal with the situation",0
social,action_2,75,5,Sonia buys Alan a different ice cream cone from a nearby shop,0
social,action_2,75,6,They flip a coin to see who gets the ice cream cone,0
social,action_2,75,7,Sonia and Alan cut the ice cream cone in half vertically and each eat a half,1
social,action_2,75,8,They ask the host if there are any more ice cream cones available,0
social,action_2,100,0,Sonia eats the entire ice cream cone by herself,0
social,action_2,100,1,Alan eats the entire ice cream cone by himself,0
social,action_2,100,2,They decide to abandon the ice cream cone and eat cookies instead,0
social,action_2,100,3,"Sonia and Alan cut the ice cream cone in half and eat their halves at the same time, but do not touch or pass the cone",1
social,action_2,100,4,They flip a coin to see who gets the ice cream cone,0
social,action_2,100,5,Sonia and Alan take turns licking the ice cream cone without cutting it,1
social,action_2,100,6,They ask the host if there are any more ice cream cones available in the back,0
social,action_2,100,7,"Sonia gives the ice cream cone to Alan, and he eats the whole thing while she eats a cookie",0
social,action_2,100,8,"Alan gives the ice cream cone to Sonia, and she eats the whole thing while he eats a cookie",0
social,action_3,0,0,Sonia takes the cone and eats it alone,0
social,action_3,0,1,Alan takes the cone and eats it alone,0
social,action_3,0,2,They decide to leave the cone uneaten and walk away,0
social,action_3,0,3,Sonia and Alan choose a cookie to share instead,1
social,action_3,0,4,They cut the cone in half and each eat a portion separately,1
social,action_3,0,5,Sonia eats the ice cream and Alan eats the cone,1
social,action_3,0,6,They flip a coin to decide who gets the cone,0
social,action_3,0,7,They ask the host if there are any more ice cream cones available,0
social,action_3,0,8,Sonia and Alan take turns choosing a different dessert to eat together,1
social,action_3,0,9,They leave the ice cream social and go get ice cream elsewhere together,1
social,action_3,50,0,Sonia takes the cone and eats it by herself,0
social,action_3,50,1,Alan takes the cone and eats it by himself,0
social,action_3,50,2,They decide to leave the cone and look for other desserts,0
social,action_3,50,3,They cut the cone in half and each eat a half,1
social,action_3,50,4,Sonia eats the ice cream and Alan eats the cone,1
social,action_3,50,5,They flip a coin to see who gets the cone,0
social,action_3,50,6,They ask the host if there are any more cones available,0
social,action_3,50,7,"They choose a different dessert, like cookies, to share",1
social,action_3,50,8,Sonia gives the cone to Alan as a gift,0
social,action_3,50,9,Alan gives the cone to Sonia as a gift,0
social,action_3,75,0,Sonia eats the ice cream cone alone,0
social,action_3,75,1,Alan eats the ice cream cone alone,0
social,action_3,75,2,They decide to leave the ice cream cone and grab cookies instead,0
social,action_3,75,3,They cut the ice cream cone in half and each eat a half,1
social,action_3,75,4,Sonia eats the top half of the ice cream and Alan eats the cone and the remaining ice cream,1
social,action_3,75,5,They flip a coin to see who gets the ice cream cone,0
social,action_3,75,6,They ask the host if there are any more ice cream cones available,0
social,action_3,75,7,"They decide to share a different dessert, like a plate of cookies",1
social,action_3,75,8,They take turns smelling the ice cream cone but don't eat it,1
social,action_3,75,9,They put the ice cream cone back and neither of them eats it,0
social,action_3,100,0,Sonia eats the cone alone,0
social,action_3,100,1,Alan eats the cone alone,0
social,action_3,100,2,They leave the cone uneaten and choose cookies instead,0
social,action_3,100,3,They cut the cone in half and each eat a separate half,1
social,action_3,100,4,Sonia eats the ice cream and Alan eats the cone,1
social,action_3,100,5,They take turns choosing a different dessert from the table,0
social,action_3,100,6,They ask the host if there are any more ice cream cones available,0
social,action_3,100,7,"They decide to share a different dessert, like a plate of cookies",1
social,action_3,100,8,One person gets the cone and the other gets a special treat from their partner later,0
soup,action_0,0,0,Christina and Tanya swap soups to try each other's,0
soup,action_0,0,1,They ask the waiter to mix the two soups together for a shared dish,1
soup,action_0,0,2,Christina offers Tanya a spoonful of her chicken noodle soup to taste,1
soup,action_0,0,3,Tanya eats Christina's soup while Christina eats none,0
soup,action_0,0,4,"Neither of them eats their soup, leaving the dishes untouched",0
soup,action_0,0,5,"They decide to share a single bowl of one type of soup, taking turns eating from it",1
soup,action_0,0,6,Christina and Tanya discuss the ingredients and recipes of their soups without sharing,0
soup,action_0,0,7,Christina feeds Tanya a spoonful of her soup,1
soup,action_0,0,8,"They order an additional soup to share between them, in addition to their individual soups",1
soup,action_0,50,0,Christina and Tanya swap soups to try each other's,1
soup,action_0,50,1,One person eats both soups,0
soup,action_0,50,2,Neither Christina nor Tanya eats their soup,0
soup,action_0,50,3,Christina and Tanya share a spoon to taste each other's soup,1
soup,action_0,50,4,They order one soup to share between them,1
soup,action_0,50,5,Christina eats her soup and then Tanya eats the remaining soup that Christina ordered,0
soup,action_0,50,6,Tanya and Christina discuss their soups but do not share or taste each other's,0
soup,action_0,50,7,Christina and Tanya split each of their soups in half and exchange halves,1
soup,action_0,50,8,One person decides not to eat and gives their soup to the other,0
soup,action_0,75,0,Christina eats Tanya's lentil soup and Tanya eats nothing,0
soup,action_0,75,1,They swap soups after a few sips to try each other's,1
soup,action_0,75,2,Tanya tries a spoonful of Christina's chicken noodle soup,1
soup,action_0,75,3,Christina and Tanya order one soup to share between them,1
soup,action_0,75,4,"Neither Christina nor Tanya eats their soup, they just talk",0
soup,action_0,75,5,Christina feeds Tanya a spoonful of her chicken noodle soup,1
soup,action_0,75,6,Tanya and Christina eat their soups but discuss the flavors and ingredients,1
soup,action_0,100,0,Christina eats Tanya!s lentil soup and Tanya eats nothing,0
soup,action_0,100,1,They swap soups after a few spoonfuls to try each other!s,1
soup,action_0,100,2,"Neither of them eats their soup, leaving both bowls untouched",0
soup,action_0,100,3,Christina and Tanya both eat from Christina!s chicken noodle soup bowl,1
soup,action_0,100,4,Tanya eats only Christina!s chicken noodle soup,0
soup,action_0,100,5,They order one soup to share between them from the start,1
soup,action_0,100,6,Christina tries some of Tanya!s lentil soup and then they continue eating their own,1
soup,action_0,100,7,"Christina and Tanya both drink from the same spoon, taking turns eating Christina!s soup",1
soup,action_0,100,8,Christina feeds Tanya her chicken noodle soup,1
soup,action_1,0,0,Christina and Tanya eat their soups without offering any to each other,0
soup,action_1,0,1,Christina offers Tanya a spoonful of her chicken noodle soup directly from her bowl,1
soup,action_1,0,2,"Tanya asks Christina to describe her soup in detail, but they don't share",0
soup,action_1,0,3,"They ask the waiter to bring them a soup they both can eat together, as a single dish to share",1
soup,action_1,0,4,Christina decides to try Tanya's lentil soup by taking a spoon from Tanya's bowl,1
soup,action_1,0,5,"Tanya and Christina agree to order a different soup to share, in addition to their individual soups",1
soup,action_1,0,6,Christina and Tanya choose not to discuss their soups at all,0
soup,action_1,0,7,"Tanya offers to buy Christina's entire bowl of soup from her, to eat herself",0
soup,action_1,0,8,They both leave their soups untouched and don't eat,0
soup,action_1,50,0,Christina and Tanya eat their soups without offering any to each other,0
soup,action_1,50,1,"One person eats their entire soup, then the other person eats their entire soup, without sharing",0
soup,action_1,50,2,They decide not to get soups and order a different starter to share,1
soup,action_1,50,3,"Christina offers Tanya a spoonful of her chicken noodle soup, but they don't swap bowls",1
soup,action_1,50,4,"Tanya eats her lentil soup, then Christina eats her chicken noodle soup, with no sharing or interaction",0
soup,action_1,50,5,"They ask the waiter to mix the two soups together in a new bowl, and then share that bowl",1
soup,action_1,50,6,Christina and Tanya order only one type of soup and share the same bowl,1
soup,action_1,50,7,"One person abandons their soup, and the other person eats their own soup without sharing",0
soup,action_1,50,8,"They take a spoonful of each other's soup without swapping bowls, just to taste",1
soup,action_1,75,0,Christina and Tanya eat their soups without offering any to each other,0
soup,action_1,75,1,Christina offers Tanya a taste of her chicken noodle soup from her own bowl,1
soup,action_1,75,2,They order one soup to share between them from the start,1
soup,action_1,75,3,"Tanya eats her lentil soup while Christina eats her chicken noodle soup, but they discuss the flavors and ingredients",0
soup,action_1,75,4,Christina and Tanya decide to skip the soup course altogether,0
soup,action_1,75,5,They ask the waiter to mix the two soups together into a single bowl for them to share,1
soup,action_1,75,6,Christina tries a spoonful of Tanya's lentil soup directly from Tanya's bowl,1
soup,action_1,75,7,"One person finishes their soup, then eats the other person's unfinished soup",1
soup,action_1,75,8,"They order a third, different soup to share between them in addition to their own",1
soup,action_1,100,0,Christina and Tanya eat their soups without offering any to each other,0
soup,action_1,100,1,Christina offers Tanya a sip of her chicken noodle soup directly from her bowl,1
soup,action_1,100,2,Tanya eats her lentil soup and then finishes Christina's chicken noodle soup,1
soup,action_1,100,3,They decide to order a third soup to share between them,1
soup,action_1,100,4,Christina and Tanya sit at separate tables and do not interact during the meal,0
soup,action_1,100,5,Tanya asks Christina to describe her chicken noodle soup in detail but they don't share,0
soup,action_1,100,6,Christina and Tanya feed each other spoonfuls of their respective soups,1
soup,action_1,100,7,They leave their soups untouched and order something else to share,1
soup,action_1,100,8,"Christina eats her chicken noodle soup and then Tanya eats her lentil soup, one after the other, without sharing",0
soup,action_2,0,0,Christina and Tanya eat their soups separately without sharing,0
soup,action_2,0,1,Christina offers Tanya a sip of her soup directly from her spoon,1
soup,action_2,0,2,Tanya asks Christina to describe her soup in detail,0
soup,action_2,0,3,Christina and Tanya ask the waiter to bring them a small taste of each other's soup,1
soup,action_2,0,4,Christina and Tanya decide to order a third soup to share,1
soup,action_2,0,5,Tanya refuses to try Christina's soup and vice versa,0
soup,action_2,0,6,Christina pours some of her soup into Tanya's bowl,1
soup,action_2,0,7,Christina and Tanya swap bowls and eat each other's soup,1
soup,action_2,0,8,Christina describes her soup to Tanya but doesn't offer any,0
soup,action_2,0,9,Christina and Tanya leave their soups untouched and don't discuss them,0
soup,action_2,50,0,Christina and Tanya eat their soups separately without offering any to each other,0
soup,action_2,50,1,Christina offers Tanya a sip of her soup directly from her spoon,1
soup,action_2,50,2,Tanya asks Christina to choose which soup she prefers and then they switch bowls entirely,1
soup,action_2,50,3,"Christina and Tanya decide to order a third, different soup to share together in addition to their own",1
soup,action_2,50,4,Christina refuses to share her soup and tells Tanya to order her own chicken noodle soup if she wants to try it,0
soup,action_2,50,5,Tanya and Christina ask the waiter to mix the two soups together in a new bowl for them to share,1
soup,action_2,50,6,"Christina and Tanya do not interact with each other's food at all, but discuss the taste and ingredients of their respective soups",0
soup,action_2,50,7,Tanya offers to buy Christina's whole bowl of soup from her and they negotiate a price,0
soup,action_2,50,8,Christina and Tanya take their soups home and eat them separately later,0
soup,action_2,50,9,Christina dips her bread into Tanya's lentil soup and then eats the bread,1
soup,action_2,75,0,Christina and Tanya eat their soups separately without sharing,0
soup,action_2,75,1,They ask the waiter to split each of their soups into two bowls before serving,1
soup,action_2,75,2,Christina offers Tanya a spoonful of her chicken noodle soup directly from her bowl,1
soup,action_2,75,3,Tanya and Christina decide to order one soup to share from the start,1
soup,action_2,75,4,"Christina finishes her soup, then takes a few spoonfuls of Tanya's lentil soup from her bowl",1
soup,action_2,75,5,They don't share their soups but discuss the flavors and ingredients,0
soup,action_2,75,6,"Tanya packs her leftover lentil soup to take home, Christina does the same with her chicken noodle soup",0
soup,action_2,75,7,Christina and Tanya swap bowls after finishing half of their own soups,1
soup,action_2,75,8,They leave their soups untouched and order something else to share,1
soup,action_2,75,9,Christina tastes Tanya's lentil soup directly from Tanya's spoon,1
soup,action_2,100,0,Christina and Tanya eat their soups separately without sharing,0
soup,action_2,100,1,They ask the waiter to split each soup into two bowls before serving,1
soup,action_2,100,2,Christina offers Tanya a sip of her soup directly from her spoon,1
soup,action_2,100,3,"Tanya eats only her own soup and Christina eats only hers, but they discuss the tastes and ingredients",0
soup,action_2,100,4,"Christina and Tanya decide to order a third, different soup to share together",1
soup,action_2,100,5,Christina tries a small amount of Tanya's soup from Tanya's bowl,1
soup,action_2,100,6,They don't share their soups but take pictures to show each other later,0
soup,action_2,100,7,Christina pours some of her soup into Tanya's bowl and they both eat from Tanya's bowl,1
soup,action_2,100,8,Tanya and Christina choose not to eat their soups until they get home and can heat them up together,0
soup,action_3,0,0,Each eats only from their own bowl,0
